"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RAB10",1.76639692723734e-20,0.275211595980332,0.391,0.224,3.34131642756215e-16,"1","RAB10"
"MINOS1",2.64244222522044e-20,0.335331475094419,0.614,0.432,4.99844371322698e-16,"1","MINOS1"
"ZNF706",3.26517172426056e-20,0.291510490204476,0.526,0.352,6.17639883361128e-16,"1","ZNF706"
"PPP1CA",4.67282017567676e-20,0.25895656801773,0.578,0.381,8.83910664431016e-16,"1","PPP1CA"
"SUMO1",4.68533499948169e-20,0.271283701022989,0.712,0.509,8.86277968501957e-16,"1","SUMO1"
"TXNL4A",7.21894648145604e-20,0.270877611931709,0.362,0.205,1.36553591643222e-15,"1","TXNL4A"
"ZKSCAN1",8.17243989607891e-20,0.286042702461551,0.307,0.165,1.54589873074229e-15,"1","ZKSCAN1"
"RTN41",8.42235378932286e-20,0.333054515652366,0.639,0.425,1.59317244278831e-15,"1","RTN4"
"FAM96B",1.05708099515573e-19,0.313410788378175,0.572,0.394,1.99957441043658e-15,"1","FAM96B"
"COPZ1",1.33094579521548e-19,0.25506070341586,0.416,0.25,2.5176170662296e-15,"1","COPZ1"
"RBX1",1.5338772263055e-19,0.283723649122432,0.624,0.433,2.90148216127948e-15,"1","RBX1"
"SNRPF",2.10676370475621e-19,0.284612295714759,0.551,0.361,3.98515422391685e-15,"1","SNRPF"
"FDFT1",2.13190819502899e-19,0.295072926710893,0.267,0.135,4.03271754171684e-15,"1","FDFT1"
"GUSB",4.17477420739051e-19,0.272823724754408,0.324,0.181,7.89700289069989e-15,"1","GUSB"
"P4HA1",4.18756818465441e-19,0.270613884241904,0.254,0.125,7.92120397809227e-15,"1","P4HA1"
"PSMA4",5.75934816885886e-19,0.250608796188992,0.621,0.425,1.08943829962134e-14,"1","PSMA4"
"MGMT1",5.77509093234608e-19,0.258837553629952,0.415,0.251,1.09241620076258e-14,"1","MGMT"
"TYMP",7.35692163735436e-19,0.264361937230203,0.467,0.299,1.39163529692195e-14,"1","TYMP"
"HCFC1R1",7.78379411296259e-19,0.256849414459821,0.415,0.243,1.472382494408e-14,"1","HCFC1R1"
"TCEB11",9.57571135127067e-19,0.264891583615172,0.56,0.382,1.81134155920636e-14,"1","TCEB1"
"HMGN2",1.03014123991994e-18,0.404539831631966,0.661,0.489,1.94861516943255e-14,"1","HMGN2"
"RPN2",1.16441113476398e-18,0.320538074947566,0.516,0.359,2.20260010251955e-14,"1","RPN2"
"SUB1",1.32833619235335e-18,0.292145095034515,0.864,0.796,2.5126807414556e-14,"1","SUB1"
"SLC25A3",1.68531246242129e-18,0.295543663339042,0.76,0.586,3.18793705391611e-14,"1","SLC25A3"
"TRAPPC1",3.38645629481327e-18,0.329049848394857,0.551,0.39,6.40582072726878e-14,"1","TRAPPC1"
"GHITM",6.83743379017489e-18,0.290878522691602,0.562,0.39,1.29336897574948e-13,"1","GHITM"
"GTF2H5",1.00079073815207e-17,0.303024144556181,0.42,0.26,1.89309576028845e-13,"1","GTF2H5"
"SEC11A1",1.33266044532491e-17,0.250804526338459,0.638,0.445,2.5208604983766e-13,"1","SEC11A"
"SUMF2",1.86784176788236e-17,0.321460927527997,0.348,0.211,3.53320948812627e-13,"1","SUMF2"
"TUBB",3.33455311266392e-17,0.385649143504412,0.589,0.436,6.30764066791506e-13,"1","TUBB"
"NDUFA5",4.45673623752589e-17,0.274203618686112,0.477,0.315,8.43036226690398e-13,"1","NDUFA5"
"SNU13",5.4383741067686e-17,0.300400011191876,0.689,0.531,1.02872284603635e-12,"1","SNU13"
"TCEA1",6.29813028806938e-17,0.283458431477472,0.497,0.332,1.1913543252912e-12,"1","TCEA1"
"SERP1",9.85909531684409e-17,0.376439766865549,0.756,0.659,1.86494647013423e-12,"1","SERP1"
"SNRPN",1.38510254092478e-16,0.271408317554743,0.415,0.269,2.62005996641331e-12,"1","SNRPN"
"TRAM1",2.12152930981624e-16,0.31018919096529,0.587,0.436,4.0130848424484e-12,"1","TRAM1"
"C12orf57",7.363209024036e-16,0.307140263432009,0.695,0.545,1.39282461898665e-11,"1","C12orf57"
"TOMM20",1.03580777023649e-15,0.251923925716817,0.514,0.359,1.95933397817934e-11,"1","TOMM20"
"C4orf3",2.6688957481777e-15,0.432985642593178,0.638,0.513,5.04848319725293e-11,"1","C4orf3"
"C4orf48",3.96058868183027e-15,0.263255860797705,0.305,0.177,7.49184955055014e-11,"1","C4orf48"
"ADM1",4.00488905084145e-15,0.374109501428555,0.281,0.159,7.57564812857168e-11,"1","ADM"
"PSMB1",2.74601989838582e-14,0.306513915594202,0.648,0.511,5.19437123978661e-10,"1","PSMB1"
"KTN11",5.30520786033584e-14,0.253514527364403,0.574,0.414,1.00353311886113e-09,"1","KTN1"
"HES11",1.13573986782601e-13,0.478930887549454,0.371,0.243,2.14836553397967e-09,"1","HES1"
"TRIB1",6.87254205934373e-13,0.260114658628009,0.257,0.151,1.30001005594546e-08,"1","TRIB1"
"DUSP11",6.1050976282066e-12,0.284265335534853,0.662,0.54,1.15484026735156e-07,"1","DUSP1"
"CCT3",1.03177552731092e-11,0.254740779910637,0.479,0.342,1.95170658746134e-07,"1","CCT3"
"ARF4",7.35476004081561e-11,0.310589526386205,0.584,0.484,1.39122640932068e-06,"1","ARF4"
"HMGN3",6.20956649994411e-10,0.283478304056118,0.548,0.448,1.17460159912943e-05,"1","HMGN3"
"MT-ND41",2.38481093135713e-09,0.756814950734583,0.994,0.996,4.51110835775515e-05,"1","MT-ND4"
"UPP1",7.50911496628178e-09,0.460213989432001,0.31,0.22,0.000142042418702186,"1","UPP1"
"CFL11",1.2699073324888e-08,0.261366291669065,0.952,0.823,0.000240215671013581,"1","CFL1"
"IDI1",1.89222144720801e-08,0.27434806960368,0.348,0.247,0.000357932608953866,"1","IDI1"
"PKM",3.23200289249575e-08,0.406138613125225,0.48,0.423,0.000611365667144495,"1","PKM"
"PDK41",2.30411150594562e-07,0.277923316185862,0.259,0.181,0.00435845732464673,"1","PDK4"
"MT-ND21",4.98518547184571e-07,0.4769872947846,0.964,0.986,0.00942997683854335,"1","MT-ND2"
"MT-ATP6",3.62717966631821e-05,0.548900487277188,0.973,0.99,0.686117305680753,"1","MT-ATP6"
"MT-ND5",0.0016955711062584,0.473402562164434,0.807,0.864,1,"1","MT-ND5"
"CD52",0,2.50078946964435,0.835,0.157,0,"2","CD52"
"CD3D",0,1.83922158823852,0.737,0.067,0,"2","CD3D"
"TRAC",0,1.81403171463555,0.683,0.054,0,"2","TRAC"
"CD2",0,1.41783031198272,0.6,0.038,0,"2","CD2"
"CD3E",1.18721961845654e-288,1.12724130874823,0.56,0.034,2.24574463027239e-284,"2","CD3E"
"LTB",7.09626216867928e-256,2.30557171868425,0.64,0.083,1.34232895182737e-251,"2","LTB"
"S100A4",2.86988468428999e-254,2.32166598515968,0.866,0.246,5.42867386880294e-250,"2","S100A4"
"IL7R",1.37055500375576e-245,1.50654946082769,0.49,0.032,2.5925418451044e-241,"2","IL7R"
"KLRB1",1.78652291096422e-240,2.49739712739074,0.523,0.048,3.37938673837992e-236,"2","KLRB1"
"TRBC2",1.15854301284342e-238,1.34944684993594,0.553,0.057,2.19149996309462e-234,"2","TRBC2"
"CXCR4",1.16226078147837e-229,2.36203233698482,0.807,0.227,2.19853249424448e-225,"2","CXCR4"
"CORO1A",6.06854515943521e-229,1.59230143124601,0.711,0.133,1.14792600235876e-224,"2","CORO1A"
"PTPRC",3.51024122259798e-220,1.62023009569632,0.682,0.126,6.63997229666634e-216,"2","PTPRC"
"IL32",8.58762931034893e-219,2.09458427637457,0.927,0.424,1.6244359603456e-214,"2","IL32"
"LCK",9.01164920373346e-207,0.870112373839515,0.442,0.033,1.70464356337822e-202,"2","LCK"
"CD3G",1.04792767016081e-205,0.808094727826751,0.417,0.026,1.98225998087619e-201,"2","CD3G"
"TRBC1",3.36452182815675e-204,1.59924675274799,0.483,0.049,6.36432949014131e-200,"2","TRBC1"
"CD69",4.89647672086303e-197,1.52248907709899,0.53,0.069,9.26217536518451e-193,"2","CD69"
"HCST",2.37442089042892e-190,1.22344078388479,0.643,0.116,4.49145455633534e-186,"2","HCST"
"RPS29",9.67347697084591e-189,1.44763689583672,1,0.954,1.82983490380521e-184,"2","RPS29"
"IL2RG",2.22477021231125e-169,0.967608299295051,0.541,0.093,4.20837533360797e-165,"2","IL2RG"
"RPS27",2.4570324263825e-169,1.07466199583472,1,0.999,4.64772253774513e-165,"2","RPS27"
"GZMA",1.18813635425526e-168,1.54602080628505,0.423,0.046,2.24747872770926e-164,"2","GZMA"
"TRAT1",1.45654363380364e-161,0.536137514083075,0.292,0.011,2.75519793770297e-157,"2","TRAT1"
"CD7",1.32682355917863e-147,0.794909123477463,0.388,0.043,2.5098194445423e-143,"2","CD7"
"AC092580.4",1.74950343135326e-146,0.640081594591683,0.278,0.012,3.30936069074782e-142,"2","AC092580.4"
"RAC2",6.7941886427306e-146,0.975745325097447,0.506,0.097,1.28518872365892e-141,"2","RAC2"
"CD96",9.51526790435679e-142,0.506736981700818,0.299,0.019,1.79990807678813e-137,"2","CD96"
"ALOX5AP",1.56771527045019e-141,0.840880830492955,0.45,0.069,2.96549020558358e-137,"2","ALOX5AP"
"CD48",3.88762825090475e-139,0.821083675372139,0.477,0.082,7.35383759941142e-135,"2","CD48"
"SPOCK2",1.24639937009274e-137,0.767766599939621,0.388,0.048,2.35768904846743e-133,"2","SPOCK2"
"CCL5",1.21693484311713e-134,1.87967197742186,0.48,0.094,2.30195394924036e-130,"2","CCL5"
"ACAP1",1.31706780586296e-133,0.714634143503468,0.409,0.059,2.49136546157038e-129,"2","ACAP1"
"CST7",1.71501920948577e-132,0.778929464060294,0.372,0.046,3.24413033666329e-128,"2","CST7"
"CD247",7.88942688368714e-129,0.428014277107119,0.254,0.013,1.49236398931826e-124,"2","CD247"
"BTG1",4.31705534402712e-118,1.43374244134182,0.896,0.653,8.1661418887617e-114,"2","BTG1"
"B2M1",1.2045035623862e-117,0.933995024719412,1,0.999,2.27843893860973e-113,"2","B2M"
"LAT",1.33566380694073e-111,0.559045140515049,0.317,0.038,2.52654165720908e-107,"2","LAT"
"FYB",1.68957316302362e-111,0.684744571584542,0.414,0.074,3.19599659517548e-107,"2","FYB"
"RPS15A1",6.37163759672874e-111,0.818528777192912,1,0.992,1.20525896779721e-106,"2","RPS15A"
"CLEC2D",4.46004946709613e-110,0.842457782885541,0.443,0.097,8.43662957195903e-106,"2","CLEC2D"
"EVL",1.39638658853723e-109,0.874256589564275,0.522,0.145,2.64140487087702e-105,"2","EVL"
"RPL28",2.40016423782278e-109,0.866050214307486,1,0.978,4.54015067226558e-105,"2","RPL28"
"RPSA",2.31299461272273e-107,1.03502970306473,0.981,0.913,4.37526060942632e-103,"2","RPSA"
"RPS19",1.70565843006623e-106,0.819644887872632,1,0.993,3.22642348631329e-102,"2","RPS19"
"SH3BGRL3",1.55297045650335e-104,1.16451257519037,0.896,0.647,2.93759891552174e-100,"2","SH3BGRL3"
"TNFSF14",1.06752251483204e-98,0.650561572109677,0.263,0.028,2.01932558905629e-94,"2","TNFSF14"
"RPLP1",1.82736048166671e-98,0.72370497029416,1,0.999,3.45663508712076e-94,"2","RPLP1"
"DOK2",2.96093495154772e-96,0.691914067003384,0.351,0.063,5.60090455434767e-92,"2","DOK2"
"HLA-A1",5.51585569225885e-96,0.976581749673541,0.993,0.936,1.04337926274768e-91,"2","HLA-A"
"LCP1",1.57644954724294e-95,0.697883927280593,0.431,0.1,2.98201196356475e-91,"2","LCP1"
"RPL21",3.71847837774547e-94,0.828011526946117,0.998,0.98,7.03387369934333e-90,"2","RPL21"
"RPS211",4.89173490045772e-93,0.800463795426675,0.997,0.899,9.25320573770583e-89,"2","RPS21"
"CD37",5.73251349087812e-93,0.678425434904716,0.471,0.123,1.08436225193451e-88,"2","CD37"
"EMB",4.35409437895576e-90,0.529943444103287,0.315,0.052,8.23620492723272e-86,"2","EMB"
"TMSB4X1",1.99288520714782e-89,0.947747070939076,0.998,0.982,3.76974165784081e-85,"2","TMSB4X"
"CD53",3.77656381627754e-87,0.65348685874358,0.424,0.106,7.1437481148706e-83,"2","CD53"
"GPR65",5.28870434354762e-87,0.625986168934466,0.348,0.068,1.00041131362547e-82,"2","GPR65"
"RPL23A",1.4733425424365e-86,0.734623634800402,1,0.987,2.78697475327288e-82,"2","RPL23A"
"RARRES3",2.1986851616876e-86,0.881539374003605,0.501,0.166,4.15903285184827e-82,"2","RARRES3"
"RPLP21",7.62173011615473e-86,0.712977223056546,0.998,0.988,1.44172646877183e-81,"2","RPLP2"
"RPL39",5.32444368530768e-84,0.826230573399855,1,0.967,1.0071717675128e-79,"2","RPL39"
"HLA-B1",4.95729393646018e-83,0.811352099257287,0.972,0.944,9.37721721020808e-79,"2","HLA-B"
"RUNX3",7.40139622157569e-82,0.520336484895575,0.297,0.05,1.40004810927326e-77,"2","RUNX3"
"RPS12",2.92589438543597e-78,0.701347709237384,1,0.992,5.53462181949068e-74,"2","RPS12"
"STK17B",3.28597445384935e-76,0.661121956368979,0.41,0.118,6.21574927690142e-72,"2","STK17B"
"RPS31",4.26946655371329e-75,0.66927599292094,1,0.99,8.07612293300406e-71,"2","RPS3"
"SAMSN1",6.03318430872466e-75,0.752015399192659,0.407,0.115,1.14123714383836e-70,"2","SAMSN1"
"RPS27A1",1.67248367065049e-74,0.695926508641894,1,0.995,3.16367011140246e-70,"2","RPS27A"
"PTPN7",1.73454731742544e-74,0.623094800196484,0.336,0.077,3.28106970564196e-70,"2","PTPN7"
"TBC1D10C",2.61690906265232e-74,0.472193303913569,0.283,0.052,4.95014518291312e-70,"2","TBC1D10C"
"LAPTM5",7.4900408804182e-74,0.757772315772677,0.553,0.209,1.41681613293991e-69,"2","LAPTM5"
"ARHGDIB1",1.67389745044302e-72,0.986286091260613,0.725,0.42,3.16634441725802e-68,"2","ARHGDIB"
"RPL131",7.10429675393139e-71,0.650015901972337,1,0.998,1.34384877397366e-66,"2","RPL13"
"CREM",4.96693556394852e-70,1.39983270454169,0.637,0.353,9.39545531276503e-66,"2","CREM"
"RPL18A",2.59494173525045e-69,0.615357681962549,1,0.994,4.90859178639976e-65,"2","RPL18A"
"GPSM3",3.78914947471419e-69,0.639936776225867,0.438,0.144,7.16755514636936e-65,"2","GPSM3"
"RPL14",4.38967282536099e-69,0.741317315753296,0.993,0.961,8.30350511645284e-65,"2","RPL14"
"RPL37",6.12838893646133e-69,0.662775508747742,1,0.957,1.15924605122102e-64,"2","RPL37"
"GNG2",1.0023726624963e-68,0.428791068026335,0.283,0.056,1.896088128378e-64,"2","GNG2"
"RPL311",4.37370745142065e-68,0.750516605142333,0.997,0.941,8.27330501510731e-64,"2","RPL31"
"RPL301",3.45360767543375e-66,0.705168832653293,0.997,0.963,6.53284427885049e-62,"2","RPL30"
"STK17A",4.3865723861568e-66,0.627867324704303,0.41,0.134,8.2976403256542e-62,"2","STK17A"
"TUBA4A",7.56581532755123e-65,0.863081994443499,0.47,0.184,1.43114962735959e-60,"2","TUBA4A"
"S100A61",4.73343320467693e-64,0.689771185003933,0.88,0.584,8.95376224996688e-60,"2","S100A6"
"NKG7",2.52799983713947e-62,1.3239103209568,0.297,0.074,4.78196449193302e-58,"2","NKG7"
"ITGB2",4.09888465843405e-62,0.524277546436717,0.369,0.102,7.75345021989384e-58,"2","ITGB2"
"RPL381",4.13057347735251e-62,0.556294188457973,1,0.947,7.81339278976001e-58,"2","RPL38"
"PFN11",1.18618351304107e-60,0.817881955910778,0.981,0.828,2.2437847332685e-56,"2","PFN1"
"RPL13A1",1.1034433431094e-59,0.545179365110339,1,0.998,2.08727342782574e-55,"2","RPL13A"
"PTTG1",1.15975751851086e-59,0.815023482783958,0.278,0.065,2.19379732201515e-55,"2","PTTG1"
"SRGN1",8.95536167774737e-59,0.609001676052419,0.852,0.591,1.69399621496269e-54,"2","SRGN"
"BIRC3",4.82368533501519e-58,0.810277308984904,0.433,0.162,9.12448317971474e-54,"2","BIRC3"
"HMGB2",1.47513143721248e-57,1.34380922400301,0.51,0.247,2.79035862663113e-53,"2","HMGB2"
"CD44",1.80041976471263e-56,0.667516356136013,0.497,0.212,3.40567402693041e-52,"2","CD44"
"ABRACL",2.54057108621576e-56,0.599208613297663,0.437,0.17,4.80574426668573e-52,"2","ABRACL"
"LSP1",6.25558073581066e-56,0.575209546199446,0.443,0.163,1.18330565198594e-51,"2","LSP1"
"LIMD2",2.37919967242861e-55,0.577664083366774,0.414,0.147,4.50049410036596e-51,"2","LIMD2"
"SEPT1",9.60841115864927e-55,0.462744693829869,0.303,0.083,1.8175270547701e-50,"2","SEPT1"
"SARAF",1.05727155225499e-54,0.833158783266219,0.718,0.555,1.99993486824555e-50,"2","SARAF"
"TNFAIP3",2.73451904331077e-54,0.690529113748926,0.426,0.168,5.17261622232665e-50,"2","TNFAIP3"
"FXYD51",8.84146277351087e-53,0.736444500945045,0.616,0.334,1.67245109823732e-48,"2","FXYD5"
"RPS25",1.03933875518614e-52,0.590305837078366,1,0.974,1.9660131893101e-48,"2","RPS25"
"RPL36AL",1.20230049746402e-50,0.576106492989699,0.922,0.878,2.27427162100295e-46,"2","RPL36AL"
"CELF2",1.37584813829848e-50,0.419669321939286,0.32,0.094,2.60255433840541e-46,"2","CELF2"
"RPL27A1",1.37783810393503e-50,0.518911915150329,1,0.989,2.6063185574035e-46,"2","RPL27A"
"ARL4C",8.04478274949077e-50,0.499048617696075,0.29,0.081,1.52175110489367e-45,"2","ARL4C"
"RPL111",1.01043987500534e-49,0.498036934547567,1,0.994,1.9113480675601e-45,"2","RPL11"
"RORA",5.99879948927759e-49,0.585425632810703,0.379,0.143,1.13473291139175e-44,"2","RORA"
"RPS10",1.32342739333873e-48,0.652255301493307,0.913,0.822,2.50339525723955e-44,"2","RPS10"
"LEPROTL1",1.79339842736939e-48,0.686747613532714,0.525,0.273,3.39239246521193e-44,"2","LEPROTL1"
"RPL341",2.13616731527429e-48,0.58349030235156,1,0.99,4.04077409357285e-44,"2","RPL34"
"RPS22",9.75529174262836e-48,0.513015263402345,0.998,0.998,1.84531098603558e-43,"2","RPS2"
"ANXA11",6.66214817833805e-47,0.918799344461299,0.576,0.319,1.26021194941443e-42,"2","ANXA1"
"RPS151",1.12974896872017e-46,0.453112355566823,1,0.988,2.13703314923108e-42,"2","RPS15"
"RPL351",2.20475548950174e-46,0.477448901370166,0.998,0.981,4.17051548394149e-42,"2","RPL35"
"RPS201",2.52044419538606e-46,0.637059595108909,0.986,0.94,4.76767223999227e-42,"2","RPS20"
"TNFAIP8",2.61880419452805e-46,0.506104654940966,0.322,0.106,4.95373001436926e-42,"2","TNFAIP8"
"RPL271",4.16719507818042e-46,0.529418356196169,0.997,0.952,7.88266620988608e-42,"2","RPL27"
"REL",3.05351810477048e-45,0.830253005365356,0.449,0.207,5.77603484698384e-41,"2","REL"
"RPL321",1.5008476821416e-44,0.48527577865545,1,0.987,2.83900347553906e-40,"2","RPL32"
"TMA71",2.86987605561072e-44,0.580341583695943,0.91,0.802,5.42865754679324e-40,"2","TMA7"
"RPS61",2.93294169729673e-44,0.447459818287342,1,0.998,5.54795251460649e-40,"2","RPS6"
"HSPA8",1.40819270885259e-43,0.817973211231148,0.925,0.797,2.66373732806555e-39,"2","HSPA8"
"RHOF",9.17792541500771e-43,0.391471972127244,0.285,0.088,1.73609637150286e-38,"2","RHOF"
"ZFP36L2",8.53727687239948e-42,0.797296536969671,0.497,0.273,1.61491129318309e-37,"2","ZFP36L2"
"HLA-C1",8.64866737580009e-42,0.519856633292289,0.983,0.969,1.63598192080634e-37,"2","HLA-C"
"UBA52",1.49583903702682e-41,0.470085229245427,0.993,0.936,2.82952912243992e-37,"2","UBA52"
"RPL35A1",8.82929973621993e-41,0.472829298110544,1,0.983,1.67015033810336e-36,"2","RPL35A"
"RPL191",2.74121772074264e-40,0.446354505346101,1,0.992,5.18528744055678e-36,"2","RPL19"
"EML4",4.0293941046631e-40,0.543271268229102,0.395,0.175,7.62200188838073e-36,"2","EML4"
"CYTIP",5.46561893127399e-40,0.562666125529353,0.388,0.167,1.03387647703979e-35,"2","CYTIP"
"RPL36A",9.10310442784499e-40,0.742595279902855,0.812,0.679,1.72194323357116e-35,"2","RPL36A"
"SRSF71",6.28290618931544e-39,0.769848540232647,0.645,0.473,1.18847453477091e-34,"2","SRSF7"
"RPL6",1.09049412512928e-38,0.412666389566138,0.998,0.987,2.06277868709454e-34,"2","RPL6"
"RPS181",1.36626189102012e-38,0.446549078779436,1,0.995,2.58442099305366e-34,"2","RPS18"
"RPL361",1.42127318214389e-38,0.442522442619044,0.993,0.949,2.68848035134339e-34,"2","RPL36"
"RPL261",4.5267398484392e-38,0.445157332870145,0.998,0.973,8.56278109730758e-34,"2","RPL26"
"GMFG1",7.84102554583611e-38,0.634254397558283,0.529,0.302,1.48320839225036e-33,"2","GMFG"
"RPS241",2.27373705390019e-37,0.39206205537056,0.998,0.968,4.3010010111576e-33,"2","RPS24"
"CACYBP",9.16658409187513e-37,0.688438202435215,0.555,0.356,1.7339510468191e-32,"2","CACYBP"
"GPR183",2.75669842286693e-36,0.588099767109028,0.308,0.112,5.21457073669508e-32,"2","GPR183"
"PABPC1",1.43349984676675e-35,0.591702096516952,0.786,0.658,2.71160831014398e-31,"2","PABPC1"
"RPL181",1.52381905585903e-35,0.413771274631932,0.998,0.984,2.88245612606294e-31,"2","RPL18"
"RPL12",1.78225503997301e-35,0.39688499075122,1,0.968,3.37131363361295e-31,"2","RPL12"
"CALM11",1.83113265303004e-35,0.510880675427993,0.868,0.719,3.46377052647162e-31,"2","CALM1"
"EMP3",2.68351732560056e-35,0.580169658975158,0.529,0.317,5.07614137310602e-31,"2","EMP3"
"HOPX",3.10235941559228e-35,0.495808631941979,0.257,0.087,5.86842307053436e-31,"2","HOPX"
"RPS16",6.3719089544548e-35,0.402020901466375,1,0.981,1.20531029782467e-30,"2","RPS16"
"PSMB9",1.24117630702642e-34,0.726333871516793,0.541,0.354,2.34780910237118e-30,"2","PSMB9"
"RHOH",1.66693433311802e-34,0.394590450443332,0.273,0.096,3.15317298452605e-30,"2","RHOH"
"RPL411",1.69648401842731e-34,0.444028208827068,1,0.99,3.20906916925711e-30,"2","RPL41"
"UCP2",8.40992990979101e-34,0.379072568492294,0.297,0.109,1.59082234173607e-29,"2","UCP2"
"CDC42SE2",1.91929737255183e-33,0.464643885593614,0.358,0.164,3.63054290991904e-29,"2","CDC42SE2"
"RPL10A",8.6823796350403e-33,0.423009231219683,0.995,0.968,1.64235893176422e-28,"2","RPL10A"
"MYL12A1",1.35679494519021e-32,0.525496534343109,0.852,0.678,2.56651331832181e-28,"2","MYL12A"
"SLC38A1",2.4363484643617e-32,0.353609018594182,0.268,0.096,4.60859675518659e-28,"2","SLC38A1"
"CRIP1",5.62995709426299e-32,0.531280104145676,0.456,0.234,1.06496268395079e-27,"2","CRIP1"
"PIK3R1",6.27989059809904e-32,0.510912010774937,0.282,0.111,1.18790410553641e-27,"2","PIK3R1"
"RPS7",1.40566119688175e-31,0.374686208325901,1,0.981,2.65894872002151e-27,"2","RPS7"
"ZNF331",1.57346928301748e-31,0.602828645402081,0.365,0.171,2.97637449575587e-27,"2","ZNF331"
"STK4",3.54136069616107e-31,0.499410069769906,0.41,0.214,6.69883789285828e-27,"2","STK4"
"WIPF1",6.57866592944963e-31,0.410146505014929,0.304,0.126,1.24442044721469e-26,"2","WIPF1"
"RPL101",6.76721455968746e-31,0.374870162387567,1,0.999,1.28008630611048e-26,"2","RPL10"
"RGS1",8.8088048926706e-31,0.667903093158477,0.464,0.238,1.66627353349757e-26,"2","RGS1"
"RGS2",2.16112345767405e-30,0.886226652033723,0.463,0.269,4.08798113253622e-26,"2","RGS2"
"TMSB101",2.20817480648292e-30,0.352108572682051,0.998,0.907,4.17698346394309e-26,"2","TMSB10"
"ITM2A1",2.48182852081799e-30,0.701868374090201,0.456,0.256,4.69462682997931e-26,"2","ITM2A"
"HNRNPA11",2.78375703197714e-30,0.503761751828731,0.845,0.727,5.26575480168795e-26,"2","HNRNPA1"
"COTL1",2.93856728640674e-30,0.601489515656701,0.32,0.14,5.558593878967e-26,"2","COTL1"
"EVI2B",5.18183802339962e-30,0.406932556346069,0.311,0.132,9.80196480506272e-26,"2","EVI2B"
"RPS4X",8.01695318042079e-30,0.361234962089861,0.998,0.994,1.5164868636084e-25,"2","RPS4X"
"DDX24",1.4425319672519e-29,0.657936217804613,0.537,0.383,2.7286934692537e-25,"2","DDX24"
"ID21",2.10358147020728e-29,0.656652199594393,0.659,0.471,3.97913470904409e-25,"2","ID2"
"ACTB",3.20347163488896e-29,0.632712534391645,0.998,0.933,6.05968694455595e-25,"2","ACTB"
"RPL17",4.8103935820558e-29,0.556034754460744,0.537,0.363,9.09934049981674e-25,"2","RPL17"
"RPS3A1",1.72794885942938e-28,0.395645480800331,0.997,0.979,3.26858806249662e-24,"2","RPS3A"
"TPM31",2.07093538720959e-28,0.550630318262162,0.619,0.445,3.91738137844566e-24,"2","TPM3"
"RPS171",5.91190379263437e-28,0.38349399743116,1,0.985,1.11829572141472e-23,"2","RPS17"
"HN1",7.01450638890275e-28,0.666654114601646,0.449,0.267,1.32686402852484e-23,"2","HN1"
"RPS13",8.72862332566878e-28,0.431828788622572,0.993,0.954,1.65110638828351e-23,"2","RPS13"
"ARHGEF1",1.14606586908338e-27,0.344585444152457,0.297,0.128,2.16789819795811e-23,"2","ARHGEF1"
"RPL221",3.26448054594772e-27,0.410495908190696,0.963,0.902,6.1750914007147e-23,"2","RPL22"
"RPL91",5.04274613055665e-27,0.405777780308626,0.995,0.977,9.53885858056096e-23,"2","RPL9"
"PPP2R5C",7.69383182024953e-27,0.454210331446318,0.37,0.193,1.4553652271184e-22,"2","PPP2R5C"
"EEF1B2",1.16242729034494e-26,0.532878705099085,0.861,0.826,2.19884746241648e-22,"2","EEF1B2"
"H2AFV",1.60507652316593e-26,0.657614888664804,0.496,0.352,3.03616275122067e-22,"2","H2AFV"
"ANP32E",2.93345769162058e-26,0.439305316652022,0.341,0.169,5.54892856946949e-22,"2","ANP32E"
"PPP1R2",3.24896138545045e-26,0.511005501489814,0.416,0.248,6.14573535671807e-22,"2","PPP1R2"
"RGS10",3.65516230123449e-26,0.270696303347166,0.268,0.105,6.91410500901516e-22,"2","RGS10"
"EZR",4.22945646216482e-26,0.6044143570137,0.459,0.294,8.00043984383098e-22,"2","EZR"
"FNBP1",7.56239146019185e-26,0.499086827375958,0.402,0.229,1.43050196860989e-21,"2","FNBP1"
"ATP5E1",9.81182144675011e-26,0.358329459980157,0.984,0.937,1.85600414486725e-21,"2","ATP5E"
"RPL4",4.2898517706848e-25,0.416631419478079,0.941,0.898,8.11468360942736e-21,"2","RPL4"
"RPS261",5.09299935766011e-25,0.496311469606131,0.87,0.893,9.63391758494987e-21,"2","RPS26"
"ADGRE5",1.03243189253499e-24,0.413248935664852,0.315,0.151,1.95294816791918e-20,"2","ADGRE5"
"CNN2",1.60845436501644e-24,0.396599231107573,0.277,0.123,3.04255227686509e-20,"2","CNN2"
"CKLF",1.69242616988928e-24,0.472539351599318,0.414,0.243,3.20139334296256e-20,"2","CKLF"
"ARPC1B",1.86796326863685e-24,0.498339109139085,0.628,0.478,3.53343931895346e-20,"2","ARPC1B"
"AAK1",4.30603335774278e-24,0.381634381518243,0.329,0.164,8.14529269950624e-20,"2","AAK1"
"PLP2",1.81266976224721e-23,0.447715503432406,0.417,0.251,3.42884612226683e-19,"2","PLP2"
"ARPC2",3.62907838278348e-23,0.495890480639076,0.816,0.709,6.86476466887322e-19,"2","ARPC2"
