"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MS4A6A",0,1.99879438819757,0.655,0.016,0,"5","MS4A6A"
"HLA-DMB",0,1.65779675508264,0.709,0.028,0,"5","HLA-DMB"
"MS4A7",0,1.6072829962863,0.597,0.01,0,"5","MS4A7"
"C1orf162",0,1.53363402230996,0.693,0.031,0,"5","C1orf162"
"MNDA",0,1.10474546175358,0.489,0.005,0,"5","MNDA"
"SPI1",0,1.0438443423236,0.559,0.017,0,"5","SPI1"
"CLEC7A",0,0.927900996345846,0.511,0.004,0,"5","CLEC7A"
"HLA-DRA",5.47660431596294e-305,5.06135252122143,1,0.199,1.03595447240755e-300,"5","HLA-DRA"
"LY86",7.17754035243943e-297,0.716234748281114,0.412,0.002,1.35770353306744e-292,"5","LY86"
"IGSF6",2.05389871884021e-281,1.05578656326898,0.438,0.006,3.88515481655814e-277,"5","IGSF6"
"LGALS2",3.60019515633738e-273,1.12726518118573,0.399,0.003,6.81012915772779e-269,"5","LGALS2"
"MPEG1",1.91940864575953e-262,0.670702131547794,0.367,0.002,3.63075339431872e-258,"5","MPEG1"
"C1QC",1.67115655784229e-261,2.7640311359046,0.489,0.018,3.16115974481447e-257,"5","C1QC"
"HLA-DRB1",2.68028231288786e-255,4.3064520793262,0.987,0.253,5.07002202305867e-251,"5","HLA-DRB1"
"HLA-DMA",4.48540090548126e-252,2.0750219661721,0.85,0.136,8.48458435280835e-248,"5","HLA-DMA"
"C1QA",1.64982292579807e-248,3.40185020406338,0.546,0.032,3.12080504643963e-244,"5","C1QA"
"HLA-DRB5",2.3875697326344e-247,2.76230046334663,0.776,0.104,4.51632690625123e-243,"5","HLA-DRB5"
"LYZ1",2.5797158544399e-247,3.34663712297561,0.815,0.114,4.87979051025851e-243,"5","LYZ"
"CD83",3.36863513458849e-244,1.66594187815078,0.703,0.072,6.37211022058759e-240,"5","CD83"
"CYBB",2.95853880683584e-243,0.760482850514109,0.422,0.011,5.59637200701067e-239,"5","CYBB"
"S100A9",1.91055038420761e-239,2.14130463445504,0.476,0.02,3.61399710676712e-235,"5","S100A9"
"PLAUR",3.79733963158819e-237,2.28250675201085,0.741,0.095,7.18304764711222e-233,"5","PLAUR"
"MS4A4A",7.85568058134766e-237,0.938386263761266,0.355,0.004,1.48598053876772e-232,"5","MS4A4A"
"BCL2A1",2.94207719003952e-230,1.0306085151669,0.431,0.014,5.56523321267876e-226,"5","BCL2A1"
"HCK",6.51248724351348e-224,0.570744624858232,0.339,0.004,1.23190208698301e-219,"5","HCK"
"VSIG4",2.64605292136958e-221,0.742676294879942,0.323,0.002,5.0052737060627e-217,"5","VSIG4"
"CPVL",4.88478011152233e-217,1.48126301693938,0.53,0.037,9.24005005895563e-213,"5","CPVL"
"CSF1R",8.38162207563591e-217,0.612925662100251,0.329,0.004,1.58546763182729e-212,"5","CSF1R"
"CD68",5.23915010922407e-215,1.56590979369072,0.661,0.075,9.91037634660824e-211,"5","CD68"
"C5AR1",2.93871455221877e-213,0.767053050939276,0.358,0.008,5.55887244697703e-209,"5","C5AR1"
"ITGAX",3.45619578489883e-213,0.603452646662415,0.339,0.005,6.53773994671462e-209,"5","ITGAX"
"C1QB",1.64332797619811e-211,3.50835851125146,0.505,0.035,3.10851919977634e-207,"5","C1QB"
"MSR1",6.38858280047616e-210,0.876326830793224,0.319,0.004,1.20846432253807e-205,"5","MSR1"
"PLEK",1.14867822820858e-208,1.16264886920624,0.514,0.036,2.17283973647935e-204,"5","PLEK"
"ITGB21",5.7547622698567e-206,1.2961634903882,0.712,0.091,1.08857083096609e-201,"5","ITGB2"
"CD86",3.88501251206389e-205,0.589642142890061,0.371,0.011,7.34888966782005e-201,"5","CD86"
"FAM26F",3.57061260473604e-204,0.784943042503804,0.438,0.021,6.75417080311869e-200,"5","FAM26F"
"FGL2",1.23123745684777e-198,1.03360035680123,0.565,0.053,2.32900877337325e-194,"5","FGL2"
"RNASE6",3.04142255122317e-198,1.01854918411078,0.473,0.031,5.75315489789375e-194,"5","RNASE6"
"CD74",4.43045924463862e-197,4.31841610527394,1,0.55,8.38065670715841e-193,"5","CD74"
"PILRA",1.22110934246641e-194,0.49918245335167,0.294,0.003,2.30985043220947e-190,"5","PILRA"
"CLEC10A",1.67186651677843e-192,1.01093843175389,0.307,0.005,3.16250270313807e-188,"5","CLEC10A"
"FCN1",6.31610846232477e-189,1.38126935663555,0.326,0.008,1.19475507673335e-184,"5","FCN1"
"CAPG",4.344681400054e-188,1.18181103368459,0.527,0.046,8.21839933634215e-184,"5","CAPG"
"RGS101",4.86229684779636e-187,1.16251828421308,0.645,0.082,9.19752071729159e-183,"5","RGS10"
"FCGR3A",8.49407527621629e-185,0.766189678656843,0.31,0.006,1.60673927924907e-180,"5","FCGR3A"
"CLEC4A",1.54737085889867e-180,0.436085618026628,0.278,0.003,2.92700671669272e-176,"5","CLEC4A"
"CSF2RA",9.89940799959171e-178,0.607219065379113,0.361,0.015,1.87257201720277e-173,"5","CSF2RA"
"GPR34",1.32749197232125e-177,0.56845842004994,0.259,0.002,2.51108381484288e-173,"5","GPR34"
"IFI30",2.16034208636251e-177,0.847181389189685,0.45,0.032,4.08650309056332e-173,"5","IFI30"
"LILRB2",3.70798751730173e-175,0.439125157235598,0.252,0.002,7.01402918772795e-171,"5","LILRB2"
"FCGR2A",2.83997046558456e-174,0.733943331451829,0.374,0.018,5.37208813269976e-170,"5","FCGR2A"
"LILRB4",4.15331184895502e-171,0.474790128707687,0.294,0.007,7.85640469348332e-167,"5","LILRB4"
"GPR1831",2.49096604180008e-169,1.80079704887353,0.649,0.096,4.71191136466904e-165,"5","GPR183"
"CTSS",2.28518238195022e-165,1.79811152626798,0.741,0.158,4.32265099369703e-161,"5","CTSS"
"JAML",1.71778106180549e-162,0.915300959566213,0.463,0.04,3.24935465651126e-158,"5","JAML"
"IL18",1.96011209774764e-161,0.516554424181616,0.278,0.006,3.70774804409944e-157,"5","IL18"
"LAPTM51",5.92657958047064e-159,1.57067653899651,0.834,0.21,1.12107179344183e-154,"5","LAPTM5"
"CCL3",8.02482639438672e-158,3.09025044549546,0.486,0.051,1.51797616076219e-153,"5","CCL3"
"TNFSF13B",2.73281751110651e-157,0.653599600329996,0.419,0.031,5.16939760400907e-153,"5","TNFSF13B"
"IRF8",4.54178757154025e-156,0.781051689727897,0.355,0.019,8.59124537032553e-152,"5","IRF8"
"NCF2",8.651839387454e-152,0.528156507633421,0.323,0.015,1.6365819385308e-147,"5","NCF2"
"NLRP3",6.82918253066251e-150,0.443200424579732,0.252,0.005,1.29180816750012e-145,"5","NLRP3"
"CFD",9.83237301874414e-140,1.08241094540147,0.438,0.046,1.85989168022564e-135,"5","CFD"
"PHACTR1",4.76927384039885e-139,0.802273405425848,0.438,0.045,9.02155839649845e-135,"5","PHACTR1"
"LAIR1",5.36230221463482e-133,0.459737278947925,0.297,0.015,1.01433308692032e-128,"5","LAIR1"
"RNASET2",7.79368553343813e-133,1.39975593442124,0.773,0.222,1.47425355550516e-128,"5","RNASET2"
"PYCARD",1.72690613425078e-132,1.05917388736814,0.681,0.149,3.26661564354878e-128,"5","PYCARD"
"CXCL8",7.07584595202982e-131,3.12617133092988,0.498,0.071,1.33846702028596e-126,"5","CXCL8"
"LGALS9",7.14328545835377e-130,0.74446288012549,0.489,0.065,1.3512238773022e-125,"5","LGALS9"
"LSP11",4.69895198233729e-129,1.35814711776906,0.696,0.161,8.88853756978923e-125,"5","LSP1"
"CD371",1.48962127833126e-128,1.10597859560261,0.655,0.133,2.81776761009141e-124,"5","CD37"
"CD163",1.67964520407574e-128,0.513031453027067,0.252,0.009,3.17721686802968e-124,"5","CD163"
"CST31",2.21483681624685e-127,2.94327004201727,0.907,0.628,4.18958532161254e-123,"5","CST3"
"THEMIS2",1.79721105274651e-126,0.700177303351741,0.431,0.049,3.39960442737529e-122,"5","THEMIS2"
"SLC7A7",1.3554043464723e-124,0.584160077873646,0.319,0.022,2.56388286178701e-120,"5","SLC7A7"
"CD300A",1.24610148961451e-120,0.406482399828647,0.259,0.012,2.3571255777548e-116,"5","CD300A"
"FAM49B1",1.37916551441039e-120,1.0927037004093,0.719,0.183,2.6088294870587e-116,"5","FAM49B"
"CYBA2",1.50830132661936e-119,1.52967825940906,0.984,0.607,2.85310278943318e-115,"5","CYBA"
"NPC2",2.41790778732662e-119,1.87658632827128,0.901,0.485,4.57371437050704e-115,"5","NPC2"
"CXCL16",8.22976223080508e-117,0.917789056159654,0.489,0.078,1.55674182357909e-112,"5","CXCL16"
"GPX11",2.46699108114379e-113,1.91449930594977,0.936,0.619,4.66656032909159e-109,"5","GPX1"
"SAMHD1",3.55668778927651e-111,0.817021118569548,0.508,0.086,6.72783062219545e-107,"5","SAMHD1"
"COTL11",1.09643781291399e-110,1.14300372196846,0.61,0.127,2.0740217669081e-106,"5","COTL1"
"ARRB2",3.85753981940794e-110,0.713011527626647,0.489,0.079,7.29692232239206e-106,"5","ARRB2"
"STX11",5.33228502476615e-110,0.755833230299447,0.441,0.062,1.00865503528476e-105,"5","STX11"
"CCL3L3",9.07610260316172e-110,1.37772731004151,0.252,0.014,1.71683556841407e-105,"5","CCL3L3"
"CD141",9.65681774546869e-110,1.37087251000394,0.53,0.097,1.82668364473286e-105,"5","CD14"
"SPINT2",1.29944065610614e-106,0.599050720849168,0.38,0.045,2.45802194509038e-102,"5","SPINT2"
"HCST1",3.07127721811295e-105,1.21101360626644,0.658,0.156,5.80962798578246e-101,"5","HCST"
"TMSB4X2",4.38456338385419e-105,1.38226160575416,1,0.983,8.29384009689859e-101,"5","TMSB4X"
"UCP21",1.44284441699184e-101,0.907994140940719,0.524,0.103,2.72928449918176e-97,"5","UCP2"
"KYNU",3.96926166610116e-101,0.393644439492597,0.272,0.02,7.50825536759696e-97,"5","KYNU"
"VAMP8",8.70137497389632e-101,1.27890927578279,0.808,0.338,1.64595209006223e-96,"5","VAMP8"
"PTPRE",1.85080097706925e-99,0.951347189648784,0.53,0.111,3.5009751282242e-95,"5","PTPRE"
"GRN1",2.5398562690218e-98,1.4054274560635,0.812,0.362,4.80439211848163e-94,"5","GRN"
"ARPC1B1",6.44010206427037e-97,1.28027840581086,0.891,0.465,1.21820970647738e-92,"5","ARPC1B"
"CSTA",4.92575537093297e-94,0.547194390135924,0.313,0.033,9.31755885965681e-90,"5","CSTA"
"S100A11",2.77820463393031e-93,1.70565820606645,0.92,0.598,5.25525188554258e-89,"5","S100A11"
"AP1S21",3.62862114750571e-93,1.12569000992594,0.658,0.2,6.86389976262179e-89,"5","AP1S2"
"FTH11",2.19917009640106e-92,1.60595374659389,1,0.991,4.15995015435225e-88,"5","FTH1"
"HMOX1",4.0165913424988e-92,0.749389020630524,0.39,0.056,7.59778418347072e-88,"5","HMOX1"
"SRGN2",9.11419414382751e-92,1.84739780353995,0.914,0.606,1.72404096424641e-87,"5","SRGN"
"OAZ1",2.46649795619786e-90,1.11102137164885,0.994,0.924,4.66562753394387e-86,"5","OAZ1"
"GPSM31",3.31800604412536e-90,0.799973330542561,0.607,0.152,6.27634023306753e-86,"5","GPSM3"
"CD531",9.49783766079588e-90,0.75639910651735,0.546,0.12,1.79661097191615e-85,"5","CD53"
"RP11-1143G9.4",1.20919137521703e-87,0.886899720557483,0.342,0.045,2.28730640536054e-83,"5","RP11-1143G9.4"
"GLIPR1",6.81655955605615e-87,0.753937853732348,0.508,0.11,1.28942040562358e-82,"5","GLIPR1"
"TBXAS1",5.47159838290704e-86,0.451088518286197,0.297,0.033,1.0350075501107e-81,"5","TBXAS1"
"CD481",2.02047552411607e-84,0.724611636406943,0.514,0.109,3.82193150141796e-80,"5","CD48"
"CORO1A1",3.2006115879994e-84,0.858542346507296,0.674,0.182,6.05427687985966e-80,"5","CORO1A"
"PSAP",1.27176264673753e-83,1.62818248767875,0.891,0.645,2.40566622256871e-79,"5","PSAP"
"C15orf481",1.60913635288083e-82,1.04016307986124,0.441,0.082,3.04384232510937e-78,"5","C15orf48"
"CTSH",4.60090118606406e-81,0.97546948703703,0.62,0.192,8.70306468355878e-77,"5","CTSH"
"SAT11",5.78452235253447e-81,1.31895283804352,0.955,0.725,1.09420024820542e-76,"5","SAT1"
"SH3BGRL31",1.29551950488411e-80,1.36836383700942,0.93,0.664,2.45060469543879e-76,"5","SH3BGRL3"
"LCP11",4.31967752233487e-80,0.725839183907653,0.521,0.118,8.17110200124865e-76,"5","LCP1"
"FYB1",8.4968670915837e-79,0.620431359585865,0.473,0.095,1.60726737904397e-74,"5","FYB"
"NR4A3",5.07271773325418e-78,0.679973482902261,0.403,0.075,9.59555286422361e-74,"5","NR4A3"
"FTL1",3.68256270021236e-76,1.62852089648816,1,0.996,6.96593560372171e-72,"5","FTL"
"LAT2",2.40071277600463e-75,0.385657619222758,0.265,0.03,4.54118828709036e-71,"5","LAT2"
"PPT1",5.37822665274663e-75,0.868064397336264,0.534,0.151,1.01734535363355e-70,"5","PPT1"
"HCLS11",1.24526528656648e-74,0.685339992652076,0.553,0.151,2.35554381606916e-70,"5","HCLS1"
"RNF130",1.7835722411697e-74,0.692305139408036,0.476,0.114,3.3738052513966e-70,"5","RNF130"
"CTSZ",4.31787121874615e-72,1.04812608414388,0.607,0.203,8.16768519738021e-68,"5","CTSZ"
"RPS210",4.83838771017964e-72,0.955618269678748,1,0.998,9.1522941925758e-68,"5","RPS2"
"ACTB2",4.1776455308003e-71,1.3046245061708,1,0.938,7.90243428606185e-67,"5","ACTB"
"CNPY3",6.13753433973995e-71,0.677193921734025,0.556,0.163,1.16097599570521e-66,"5","CNPY3"
"EVI2B1",3.35214191533037e-70,0.714655549064077,0.502,0.128,6.34091164703893e-66,"5","EVI2B"
"ARPC31",4.64385332138671e-70,1.00501359072488,0.904,0.633,8.7843129427351e-66,"5","ARPC3"
"TMSB102",4.92067444538468e-70,1.02833133947722,1,0.914,9.30794778088966e-66,"5","TMSB10"
"RAB311",7.15117482689099e-69,0.60655744493803,0.454,0.108,1.3527162302547e-64,"5","RAB31"
"DOK21",3.94691853250983e-68,0.523578176504969,0.406,0.081,7.4659910960956e-64,"5","DOK2"
"CD4",1.04981643488458e-67,0.525540751709668,0.345,0.061,1.98583276822767e-63,"5","CD4"
"RAB20",8.87858793294394e-67,0.445257694657751,0.297,0.045,1.67947369339568e-62,"5","RAB20"
"SLC31A2",9.95201441790446e-67,0.351902885795913,0.252,0.031,1.88252304729081e-62,"5","SLC31A2"
"CECR1",1.89986952219952e-66,0.465875656166554,0.345,0.062,3.59379318819261e-62,"5","CECR1"
"BASP1",2.18819455813339e-66,0.447750114006528,0.284,0.041,4.13918882616512e-62,"5","BASP1"
"EMP31",8.08565755533297e-65,1.06192721046474,0.722,0.315,1.52948298316678e-60,"5","EMP3"
"CTSB1",1.16934688520979e-64,1.62989874070396,0.693,0.337,2.21193656806283e-60,"5","CTSB"
"SGK11",1.37677346139059e-63,1.0186107819255,0.543,0.169,2.60430467956644e-59,"5","SGK1"
"FCGRT1",2.98681770554303e-63,1.13897582839507,0.76,0.38,5.6498643718052e-59,"5","FCGRT"
"RPS242",6.00979907457365e-63,0.882870732991686,1,0.97,1.13681359294635e-58,"5","RPS24"
"RILPL21",1.32212776898216e-62,0.945408734579806,0.562,0.188,2.50093688780666e-58,"5","RILPL2"
"RP5-1171I10.5",5.31893396654655e-62,0.356280200272644,0.256,0.035,1.00612954911195e-57,"5","RP5-1171I10.5"
"MAFB",9.89735396902325e-62,0.680059148033476,0.351,0.071,1.87218347678044e-57,"5","MAFB"
"CXCL3",1.40627364378902e-61,1.91182278833227,0.3,0.053,2.66010722459132e-57,"5","CXCL3"
"RPL281",1.06815518260122e-60,0.752213515758587,1,0.979,2.02052234340846e-56,"5","RPL28"
"EVI2A",1.37822628303743e-60,0.425641234570722,0.319,0.057,2.6070528369936e-56,"5","EVI2A"
"REL1",7.44592862180348e-60,0.853420557148719,0.607,0.212,1.40847185810035e-55,"5","REL"
"UBA521",1.17273503558713e-59,0.757992224015704,1,0.94,2.21834559331661e-55,"5","UBA52"
"CHMP1B",2.93071670750644e-59,1.31303839130188,0.607,0.244,5.54374372391919e-55,"5","CHMP1B"
"NFKBID",7.19943126232162e-59,0.44029214227777,0.304,0.053,1.36184441758076e-54,"5","NFKBID"
"ZEB21",1.79886929685797e-58,0.617924503975291,0.47,0.127,3.40274116193654e-54,"5","ZEB2"
"PTPN6",2.97008535036385e-57,0.405558047577995,0.319,0.061,5.61821344874826e-53,"5","PTPN6"
"TYMP1",4.00643601142036e-57,1.06069008679394,0.677,0.299,7.57857435920276e-53,"5","TYMP"
"CD441",8.88074144738314e-57,0.859967320180761,0.604,0.225,1.679881052187e-52,"5","CD44"
"RPS91",9.94853490006036e-57,0.732043699613993,1,0.984,1.88186486169542e-52,"5","RPS9"
"HACD4",3.77760389037081e-56,0.356810670206248,0.252,0.038,7.14571551902542e-52,"5","HACD4"
"GSTP12",1.04023551244112e-55,1.06797472489642,0.831,0.492,1.96770949533362e-51,"5","GSTP1"
"ARL4C1",1.92328254271351e-55,0.5610425639036,0.383,0.089,3.63808125779688e-51,"5","ARL4C"
"S100A41",3.01030016637034e-55,1.29405956923696,0.712,0.309,5.69428379470613e-51,"5","S100A4"
"PARVG",1.47363058783196e-54,0.317704382207557,0.259,0.041,2.78751961994293e-50,"5","PARVG"
"CMTM6",4.15432106078089e-54,0.825510083750781,0.687,0.323,7.85831371857313e-50,"5","CMTM6"
"RPL121",5.23830068196613e-54,0.705666782810783,1,0.97,9.90876957000714e-50,"5","RPL12"
"SOD21",2.22142653748759e-52,1.35663312766278,0.633,0.29,4.20205043831153e-48,"5","SOD2"
"PTPRC1",2.36164603077538e-52,0.42867454770012,0.581,0.179,4.46728963181471e-48,"5","PTPRC"
"CCL4",3.72257822659158e-52,2.00572877389031,0.332,0.076,7.04162897342064e-48,"5","CCL4"
"CD521",9.12342129740342e-52,0.841939292801101,0.639,0.229,1.72578637261683e-47,"5","CD52"
"RHOG1",1.19153501932068e-51,0.629606245699868,0.537,0.191,2.25390764254699e-47,"5","RHOG"
"MYO1F",1.32619580314633e-51,0.394048167831032,0.323,0.067,2.5086319812316e-47,"5","MYO1F"
"SAMSN11",2.93924690335475e-51,0.602825692413305,0.457,0.133,5.55987944238585e-47,"5","SAMSN1"
"STXBP2",2.08833494952055e-50,0.635458266045865,0.339,0.08,3.95029439051307e-46,"5","STXBP2"
"NAAA",2.21415894848234e-50,0.46020761683034,0.319,0.07,4.18830306694919e-46,"5","NAAA"
"GPR651",2.54540443031989e-50,0.460864977188321,0.371,0.088,4.81488702039311e-46,"5","GPR65"
"KCTD121",4.82857581711185e-50,0.323038938186985,0.358,0.082,9.13373401564877e-46,"5","KCTD12"
"EFHD2",1.60543365770276e-49,0.459361259931337,0.335,0.078,3.03683830691055e-45,"5","EFHD2"
"FMNL1",1.69553288331884e-49,0.401093380785179,0.284,0.055,3.20727000208592e-45,"5","FMNL1"
"GMFG2",7.34744143598222e-49,0.713999605993983,0.7,0.304,1.3898420220304e-44,"5","GMFG"
"WAS",7.37867046375929e-49,0.372693413672368,0.288,0.057,1.39574930492471e-44,"5","WAS"
"TSPO1",1.05880809468748e-48,0.837429267813178,0.738,0.388,2.00284139191084e-44,"5","TSPO"
"C10orf541",1.38322673061846e-48,0.659763912561503,0.521,0.183,2.61651168363787e-44,"5","C10orf54"
"RPL102",1.32342643153786e-47,0.678217406934175,1,0.999,2.50339343789702e-43,"5","RPL10"
"LYN",7.41385508471042e-47,0.34928851411538,0.265,0.051,1.40240482782382e-42,"5","LYN"
"ATP6V1B2",9.52249090977023e-47,0.496465347510492,0.358,0.094,1.80127438049214e-42,"5","ATP6V1B2"
"NAGK",1.68319291351622e-46,0.535271634178264,0.431,0.135,3.18392771520728e-42,"5","NAGK"
"H2AFY",1.88845801155143e-46,0.77926195227631,0.655,0.316,3.57220717465069e-42,"5","H2AFY"
"MFSD1",2.81682917797898e-46,0.478030990853074,0.393,0.112,5.32831407306505e-42,"5","MFSD1"
"LCP2",6.75887795381746e-46,0.380139750130571,0.278,0.057,1.27850935374411e-41,"5","LCP2"
"MXD1",1.02270971801026e-45,0.498825907144123,0.329,0.08,1.93455770258821e-41,"5","MXD1"
"ATP6V1F",1.03292468060664e-45,0.817995309169317,0.716,0.379,1.95388032583552e-41,"5","ATP6V1F"
"RASGEF1B",1.03723698972229e-45,0.538640132000425,0.3,0.068,1.96203748975869e-41,"5","RASGEF1B"
"ATP5E2",1.36637467516319e-45,0.68191524248034,0.987,0.941,2.58463433553868e-41,"5","ATP5E"
"GLUL1",5.63911847091451e-45,0.591283110888117,0.617,0.281,1.06669564995819e-40,"5","GLUL"
"RASSF5",7.9315667332982e-45,0.346129255036121,0.256,0.049,1.50033516327069e-40,"5","RASSF5"
"LITAF1",2.28473372683209e-44,0.812807789045145,0.642,0.309,4.32180231767558e-40,"5","LITAF"
"PPIF",4.30333876379511e-44,0.478498150938955,0.335,0.086,8.14019560559483e-40,"5","PPIF"
"CTSC1",6.05775233013592e-44,0.848206331185136,0.546,0.218,1.14588443076851e-39,"5","CTSC"
"NCF41",3.13874902919377e-43,0.35873104198549,0.294,0.067,5.93725766362294e-39,"5","NCF4"
"PABPC11",3.77999664710866e-43,0.896148870261508,0.847,0.662,7.15024165767075e-39,"5","PABPC1"
"FAM49A",4.34642292376008e-43,0.405942925991423,0.313,0.077,8.22169360258456e-39,"5","FAM49A"
"ARHGAP30",4.56634159380024e-43,0.347707567784673,0.288,0.063,8.63769175883254e-39,"5","ARHGAP30"
"NFKBIA1",7.01144931603834e-43,1.45690676052478,0.76,0.499,1.32628575262181e-38,"5","NFKBIA"
"AREG",1.02282387686027e-42,1.22269665430665,0.345,0.094,1.93477364546889e-38,"5","AREG"
"SLC43A2",1.70132966486984e-42,0.419717141447749,0.281,0.064,3.21823519406779e-38,"5","SLC43A2"
"MAP3K8",2.40674486416604e-42,0.545210468507179,0.38,0.113,4.55259858505648e-38,"5","MAP3K8"
"IER3",2.577207098433e-42,1.49776014286472,0.613,0.309,4.87504494739586e-38,"5","IER3"
"NAMPT1",7.1791042406381e-42,0.88270737846824,0.655,0.341,1.3579993581591e-37,"5","NAMPT"
"RGS19",1.07036976776744e-41,0.384573022448659,0.304,0.074,2.0247114527089e-37,"5","RGS19"
"BID",1.31019766574255e-41,0.638947411334921,0.46,0.169,2.47836990451862e-37,"5","BID"
"RGS12",2.92366258955157e-41,0.829448921934673,0.604,0.243,5.53040015439574e-37,"5","RGS1"
"ARPC51",3.1313850194084e-41,0.741230361459843,0.805,0.503,5.92332790271292e-37,"5","ARPC5"
"RIPK2",8.02744050734231e-41,0.344209285152893,0.252,0.053,1.51847064636887e-36,"5","RIPK2"
"CELF21",1.81849370575354e-40,0.402105189456636,0.374,0.107,3.4398626938034e-36,"5","CELF2"
"G0S21",2.7880401373933e-40,1.74436458667675,0.447,0.167,5.27385672389317e-36,"5","G0S2"
"DRAM2",3.05673811033103e-40,0.581946357402816,0.454,0.168,5.78212580950217e-36,"5","DRAM2"
"RPL112",3.25333800627493e-40,0.595852525414303,1,0.994,6.15401417266966e-36,"5","RPL11"
"RPL391",1.20834992442683e-39,0.667373446122628,1,0.969,2.28571471704579e-35,"5","RPL39"
"ARPC22",3.39242721568256e-39,0.753377749766677,0.898,0.709,6.41711532118513e-35,"5","ARPC2"
"GCA",5.76317823835323e-39,0.410611637304363,0.342,0.098,1.0901627955669e-34,"5","GCA"
"ACP51",8.40607062171354e-39,0.81203082593371,0.364,0.114,1.59009231880333e-34,"5","ACP5"
"FERMT3",1.84660555070563e-38,0.321665232617439,0.294,0.073,3.49303905971476e-34,"5","FERMT3"
"RPS111",2.14765034358052e-38,0.805281895265223,0.968,0.957,4.06249538991691e-34,"5","RPS11"
"RPL18A1",2.25177974382721e-38,0.582729325706514,1,0.994,4.25946656342355e-34,"5","RPL18A"
"FXYD52",2.5457774922436e-38,0.619635883689803,0.7,0.348,4.815592704328e-34,"5","FXYD5"
"LY961",7.7286656783801e-38,0.706624262205121,0.543,0.253,1.46195439972238e-33,"5","LY96"
"PAK1",8.31681321615715e-38,0.358221573524172,0.278,0.068,1.57320838796829e-33,"5","PAK1"
"RPL262",8.71379352973201e-38,0.647905642562594,0.997,0.975,1.64830118408411e-33,"5","RPL26"
"ABRACL1",1.16025247527158e-37,0.418252001620037,0.498,0.185,2.19473358222373e-33,"5","ABRACL"
"ALOX5AP1",1.26311218280686e-37,0.623378836170213,0.361,0.108,2.38930300499746e-33,"5","ALOX5AP"
"SMAP2",2.46528584286593e-37,0.394203880782751,0.345,0.102,4.66333470036519e-33,"5","SMAP2"
"RPL27A2",2.02595838158654e-35,0.567373542628045,1,0.99,3.83230287460909e-31,"5","RPL27A"
"MOB1A",4.43392482185509e-35,0.524453831749378,0.495,0.206,8.38721219302109e-31,"5","MOB1A"
"CASP1",5.38441188892691e-35,0.33266317119891,0.275,0.07,1.01851535290941e-30,"5","CASP1"
